Carpark Number,Carpark Type,Type of Parking System,Address
BM12,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 55 LENGKOK BAHRU
BM13,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 44/47 LENGKOK BAHRU
BM14,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 34-36 JALAN RUMAH TINGGI
BM19,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 88/89 REDHILL CLOSE
BM2,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 28 HOY FATT ROAD
BM20,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 89/90 REDHILL CLOSE
BM26,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 1/3/5 JALAN BUKIT MERAH
BM27,SURFACE CAR PARK,COUPON PARKING,BLK 115/116 BUKIT MERAH CENTRAL
BM28,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 117, 161 BUKIT MERAH CENTRAL"
BM29,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 163 BUKIT MERAH CENTRAL
BM3,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 49/50 HOY FATT ROAD
BM30,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 164/165 BUKIT MERAH CENTRAL
BM31,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 119 BUKIT MERAH CENTRAL
BM33,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLKS 167-169 JALAN BUKIT MERAH
BM36,SURFACE CAR PARK,COUPON PARKING,JALAN BUKIT MERAH
BM4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 35A JALAN RUMAH TINGGI
BM5,SURFACE CAR PARK,ELECTRONIC PARKING,BLKS 8/10 JALAN RUMAH TINGGI
BM6,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 61 LENGKOK BAHRU
BM9,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 58/59 LENGKOK BAHRU
BP1,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 101/109 BUKIT PURMEI ROAD
BP2,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 110/115 BUKIT PURMEI ROAD
BRBL,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 665 BUFFALO ROAD LOADING/UNLOADING BAYS
BRB1,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 665 BUFFALO ROAD BASEMENT CAR PARK
BRM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 39 BENDEMEER ROAD
BRM1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 112A WHAMPOA ROAD
BRM2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 32A JALAN BAHAGIA
BRM3,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 98A WHAMPOA DRIVE
BRM4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 85A WHAMPOA DRIVE
BRM5,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 19A JALAN TENTERAM
BRM6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 116 JALAN TENTERAM
BRM7,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 78A LORONG LIMAU
BR10,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 90 WHAMPOA DRIVE
BR11,SURFACE CAR PARK,ELECTRONIC PARKING,BLKS 27-30 & 32-33 JALAN BAHAGIA
BR12,SURFACE CAR PARK,ELECTRONIC PARKING,BLKS 34/35 JALAN BAHAGIA
BR14,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 20 JALAN TENTERAM
BR18,SURFACE CAR PARK,COUPON PARKING,BLK 111A SAINT MICHAEL BUS TERMINAL
BR21,SURFACE CAR PARK,COUPON PARKING,BLK 41/47 JALAN BAHAGIA
BR22,SURFACE CAR PARK,COUPON PARKING,BLK 61/62 JALAN MA'MOR
BR4,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 81/89 WHAMPOA DRIVE
BR5,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 74/75 WHAMPOA DRIVE
BR6,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 92 WHAMPOA DRIVE
BR8,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 76/77 LORONG LIMAU
BR9,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 69 MOULMEIN ROAD
BTM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 2B BOON TIONG ROAD
BTM2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 8C BOON TIONG ROAD
BTM3,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 11A BOON TIONG ROAD
BVM2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 129A BUKIT MERAH VIEW
BWM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 2A JALAN BUKIT MERAH
B10,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 404/413 BEDOK NORTH AVENUE 3
B10M,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 431 BEDOK NORTH ROAD
B11,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 416/418 BEDOK NORTH AVENUE 2
B12,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 420/421 BEDOK NORTH STREET 1
B13,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 414/425 BEDOK NORTH ROAD
B14,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 412/413 BEDOK NORTH AVENUE 2
B16,SURFACE CAR PARK,ELECTRONIC PARKING,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD"
B17,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 52/57 NEW UPPER CHANGI ROAD
B19,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 36-44, 60 BEDOK SOUTH ROAD"
B20,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 67/73 BEDOK SOUTH ROAD
B21,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 74/82 BEDOK NORTH ROAD
B23M,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 187 BEDOK NORTH STREET 4
B24,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 84/89 BEDOK NORTH AVENUE 4
B24A,SURFACE CAR PARK,COUPON PARKING,BLK 84 BEDOK NORTH STREET 4
B25,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 91/97 BEDOK NORTH AVENUE 4
B26,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 98/100 BEDOK NORTH AVENUE 4
B27,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 101/106 BEDOK NORTH AVENUE 4
B28,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 107/110 BEDOK NORTH ROAD
B30,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 119/123 BEDOK NORTH STREET 2
B31,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 124/129 BEDOK NORTH STREET 2
B32,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 130/132 BEDOK NORTH STREET 2
B33,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 131/133 BEDOK NORTH AVENUE 3
B34,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 134/136 BEDOK NORTH AVENUE 3
B35,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 137/140 BEDOK NORTH AVENUE 3
B40,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 504/508 BEDOK NORTH STREET 3
B41,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 510 BEDOK NORTH STREET 3
B42,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 509/511 BEDOK NORTH STREET 3
B43,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 519/522 553 BEDOK NORTH AVENUE 1/2
B44,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 528/536 BEDOK NORTH STREET 3
B44A,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 523/527 BEDOK NORTH STREET 3
B44B,SURFACE CAR PARK,ELECTRONIC PARKING,BLKS 556/557 BEDOK NORTH STREET 3
B45,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 537/539 BEDOK NORTH STREET 3
B46,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 537 BEDOK NORTH STREET 3
B47,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 540/542 BEDOK NORTH STREET 3
B48,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 543/547 BEDOK NORTH STREET 3
B48B,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 547C BEDOK NORTH AVENUE 1
B49,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 549/551 BEDOK NORTH AVENUE 1
B50,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 601/605 BEDOK RESERVOIR ROAD
B50A,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 606/610 BEDOK RESERVOIR ROAD
B50B,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 609A BEDOK RESERVOIR ROAD
B51,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 611/616 BEDOK RESERVOIR ROAD
B52,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 617/624 BEDOK RESERVOIR ROAD
B53,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 625/629 BEDOK RESERVOIR ROAD
B54,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 630/632 BEDOK RESERVOIR ROAD
B57,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 701/708 BEDOK RESERVOIR ROAD
B59,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 716/718/721 BEDOK RESERVOIR ROAD
B6,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 204/209 NEW UPPER CHANGI ROAD
B6M,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 208A NEW UPPER CHANGI ROAD
B6T,SURFACE CAR PARK,COUPON PARKING,BLK 23 BEDOK SOUTH AVENUE 1
B60,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 722/725 BEDOK RESERVOIR ROAD
B63,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 739/745 BEDOK RESERVOIR ROAD
B65,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3
B65L,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 152A BEDOK SOUTH ROAD
B65M,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 154 BEDOK SOUTH ROAD
B66,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 637A BEDOK RESERVOIR ROAD
B67,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 649A JALAN TENAGA
B68,MULTI-STOREY CAR PARK,COUPON PARKING,BLK 10A BEDOK SOUTH AVENUE 2
B69,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 94A BEDOK NORTH AVENUE 4
B7,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 211/218 BEDOK NORTH STREET 1
B7A,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 216/218 BEDOK NORTH STREET 1
B7B,SURFACE CAR PARK,ELECTRONIC PARKING,BEDOK CENTRAL
B70,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 201 BEDOK NORTH STREET 1
B71,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 29C CHAI CHEE AVENUE
B72,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 660A JALAN TENAGA
B73,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 651A JALAN TENAGA
B74,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 671A JALAN DAMAI
B75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 613C BEDOK RESERVOIR ROAD
B76,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 761A BEDOK RESERVOIR VIEW
B77,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 765A BEDOK RESERVOIR VIEW
B78,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 769A BEDOK RESERVOIR VIEW
B79,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 772A BEDOK RESERVOIR VIEW
B8,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 201/203 BEDOK NORTH STREET 1
B8B,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 222 BEDOK NORTH DRIVE
B80,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 739A BEDOK RESERVOIR ROAD
B81,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 30A NEW UPPER CHANGI ROAD
B82,SURFACE CAR PARK,COUPON PARKING,BLK 509B BEDOK NORTH STREET 3
B83,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 21A CHAI CHEE ROAD
B84,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 215A BEDOK CENTRAL
B85,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 184 BEDOK NORTH ROAD
B86,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 114A BEDOK NORTH STREET 2
B87,MULTI-STOREY CAR PARK,COUPON PARKING,BLK 13A BEDOK SOUTH ROAD
B88,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 34A BED0K SOUTH AVENUE 2
B89,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 116A BEDOK NORTH ROAD
B9,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 402/403 BEDOK NORTH AVENUE 3
B90,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 35A BEDOK SOUTH AVENUE 2
B91,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 630 BEDOK RESERVOIR ROAD
B92,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 2A BEDOK SOUTH AVENUE 1
B93,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 19A BEDOK SOUTH ROAD
B94,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 513A BEDOK NORTH AVENUE 2
B94A,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 512 TO 518, 554 BEDOK NORTH AVENUE 2"
B95,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 220 BEDOK CENTRAL
B96,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 219 BEDOK CENTRAL
B97,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 714A BEDOK RESERVOIR ROAD
B98,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 748 BEDOK RESERVOIR CRESCENT
B99M,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 807 CHAI CHEE ROAD
CAM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 88 TANGLIN HALT ROAD
CCKC,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 309 CHOA CHU KANG AVENUE 4
CCM,MULTI-STOREY CAR PARK,COUPON PARKING,BLK 84A COMMONWEALTH CLOSE
CC1,SURFACE CAR PARK,COUPON PARKING,BLK 1/2 CHAI CHEE STREET
CC10,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 43/45 CHAI CHEE STREET
CC11,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 50/54 CHAI CHEE STREET
CC12,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 11 CHAI CHEE ROAD
CC4,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD"
CC5,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 27 CHAI CHEE ROAD
CC6,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 25-27 CHAI CHEE ROAD
CC7,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 30/40 CHAI CHEE AVENUE
CC8,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 55/58 CHAI CHEE DRIVE
CC9,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 41/42 CHAI CHEE STREET
CDM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 54 COMMONWEALTH DRIVE
CKK1,SURFACE CAR PARK,COUPON PARKING,BLK 355 CHOA CHU KANG CENTRAL
CKM1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 429A CHOA CHU KANG AVENUE 4
CKM2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 625A CHOA CHU KANG STREET 62
CKM3,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 445A CHOA CHU KANG AVENUE 4
CKM4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 474A CHOA CHU KANG AVENUE 3
CKM5,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 450A CHOA CHU KANG AVENUE 4
CKM6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 462A CHOA CHU KANG AVENUE 4
CKM7,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 483A CHOA CHU KANG AVENUE 5
CKM8,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 486A CHOA CHU KANG AVENUE 5
CKM9,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 297B CHOA CHU KANG AVENUE 2
CKT1,SURFACE CAR PARK,ELECTRONIC PARKING,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4
CKT2,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 302 CHOA CHU KANG LOOP
CK1,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 101/108 TECK WHYE LANE
CK10,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 227A CHOA CHU KANG CENTRAL
CK11,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 287A CHOA CHU KANG AVENUE 2
CK12,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 409/413 CHOA CHU KANG AVENUE 3
CK13,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 414-420 CHOA CHU KANG AVENUE 4
CK14,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 278/287 CHOA CHU KANG AVENUE 2/3
CK15,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 288/295 CHOA CHU KANG AVENUE 2/3
CK16,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 401/408 CHOA CHU KANG AVENUE 3
CK17,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 421/428 CHOA CHU KANG AVENUE 4
CK18,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 130/132 CHOA CHU KANG AVENUE 1
CK19,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 133/134 TECK WHYE LANE
CK2,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 109/117 TECK WHYE LANE
CK20,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4"
CK22,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 343A CHOA CHU KANG LOOP
CK23,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 430-437 CHOA CHU KANG AVENUE 4
CK24,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 350-351 CHOA CHU KANG CENTRAL
CK25,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 352-355 CHOA CHU KANG CENTRAL
CK26,SURFACE CAR PARK,COUPON PARKING,"BLK 302, 304-308 CHOA CHU KANG LOOP"
CK28,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 276A CHOA CHU KANG AVENUE 2
CK29,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 276/277 CHOA CHU KANG AVENUE 2
CK3,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 118/124 TECK WHYE LANE
CK3A,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 118A TECK WHYE LANE
CK30,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 248/250 CHOA CHU KANG AVENUE 2
CK31,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 251A CHOA CHU KANG AVENUE 2
CK32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 253A CHOA CHU KANG AVENUE 1
CK33,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 502A CHOA CHU KANG STREET 51
CK34,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 511A CHOA CHU KANG STREET 51
CK35,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 513A CHOA CHU KANG STREET 51
CK36,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 527A CHOA CHU KANG STREET 51
CK37,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 552A CHOA CHU KANG STREET 52
CK38,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 541A CHOA CHU KANG STREET 52
CK39,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 559A CHOA CHU KANG NORTH 6
CK4,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVENUE"
CK4A,SURFACE CAR PARK,COUPON PARKING,BLK 144/145 TECK WHYE LANE/AVENUE
CK40,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 567A CHOA CHU KANG STREET 52
CK41,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 708A CHOA CHU KANG STREET 53
CK42,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 754A CHOA CHU KANG NORTH 5
CK44,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 762A CHOA CHU KANG NORTH 5
CK45,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 771A CHOA CHU KANG STREET 54
CK46,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 792A CHOA CHU KANG NORTH 6
CK47,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 787A CHOA CHU KANG DRIVE
CK48,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 604A CHOA CHU KANG STREET 62
CK49,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 610A CHOA CHU KANG STREET 62
CK5,SURFACE CAR PARK,COUPON PARKING,BLK 139 & 140 TECK WHYE LANE/AVENUE
CK50,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 611A CHOA CHU KANG STREET 62
CK51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 621A CHOA CHU KANG NORTH 7
CK52,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 659A/660A/661A CHOA CHU KANG CRESCENT
CK53,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 668A CHOA CHU KANG CRESCENT
CK54,BASEMENT CAR PARK,ELECTRONIC PARKING,BLK 638-643 CHOA CHU KANG STREET 64
CK55,COVERED CAR PARK,ELECTRONIC PARKING,BLK 631-637 & 636A CHOA CHU KANG NORTH 6
CK56,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 675A CHOA CHU KANG CRESCENT
CK57,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 669A CHOA CHU KANG CRESCENT
CK58,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 678A CHOA CHU KANG CRESCENT
CK59,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 297A CHOA CHU KANG AVENUE 2
CK6,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 143, 144 & 146 TECK WHYE LANE"
CK6A,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 146A 146A TECK WHYE AVENUE
CK60,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 683 CHOA CHU KANG CRESCENT
CK61,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 686 CHOA CHU KANG CRESCENT
CK62,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 687 CHOA CHU KANG DRIVE
CK63,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 689 CHOA CHU KANG CRESCENT
CK64,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 692 CHOA CHU KANG CRESCENT
CK65,SURFACE CAR PARK,ELECTRONIC PARKING,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51"
CK66,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 573A CHOA CHU KANG STREET 52
CK7,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 135A TECK WHYE LANE
CK70,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 476 CHOA CHU KANG AVENUE 5
CK71,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 488 CHOA CHU KANG AVENUE 5
CK72,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 489 CHOA CHU KANG AVENUE 5
CK73,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 801 KEAT HONG CLOSE
CK74,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 805 KEAT HONG CLOSE
CK75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 809 CHOA CHU KANG AVENUE 1
CK76,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 810 CHOA CHU KANG AVENUE 7
CK77,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 815 CHOA CHU KANG AVENUE 7
CK78,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,817 KEAT HONG LINK
CK8,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 201-221 CHOA CHU KANG CENTRAL
CK8A,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL
CK9,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 223-227 CHOA CHU KANG CENTRAL
CK9A,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 228-239 CHOA CHU KANG CENTRAL
CLM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 129A CLARENCE LANE
CLRG,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,312 CLEMENTI AVENUE 4
CLTR,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 311 CLEMENTI AVENUE 4
CM1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 10 CANTONMENT CLOSE
CR1,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 1/3/15/17 BEACH ROAD
CR1A,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 2 BEACH ROAD
CR1B,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 3 BEACH ROAD
CR2,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 3/4 BEACH ROAD
CR29,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 29/30 KELANTAN LANE
CR3,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 9 NORTH BRIDGE ROAD
CR30,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 639/640 ROWELL COURT
CR31,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 632/633/635 VEERASAMY ROAD
CR4,SURFACE CAR PARK,COUPON PARKING,BLK 7 NORTH BRIDGE ROAD
CR5,SURFACE CAR PARK,COUPON PARKING,BLK 18/19 JALAN SULTAN
CR7,SURFACE CAR PARK,ELECTRONIC PARKING,BLK 464/463 CRAWFORD LANE
CSM,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 54 CHIN SWEE ROAD MSCP
CTM1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 441 COMMONWEALTH AVENUE WEST
CVBK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,BLK 8C BOON KENG ROAD
